SPASE_ResourceID,HelioData_short_name,SPASE_ResourceName,HelioData_long_name,SPASE_AlternateName
spase://SMWG/Observatory/IAGA/Refuge.Harbour,Refuge Harbour,Refuge Harbour,Refuge.Harbour,"['Refuge.Harbour', 'IAGA:RFH']"
spase://SMWG/Observatory/IAGA/Regensberg,Regensberg,Regensberg,Regensberg,"['Regensberg', 'IAGA:REG']"
spase://SMWG/Observatory/IAGA/Resolute.Bay,Resolute Bay,Resolute Bay,Resolute.Bay,"['Resolute.Bay', 'IAGA:RES']"
spase://SMWG/Observatory/IAGA/Rio.De.Janeiro,Rio De Janeiro,Rio De Janeiro,Rio.De.Janeiro,"['Rio.De.Janeiro', 'IAGA:RDJ']"
spase://SMWG/Observatory/IAGA/Roburent,Roburent,Roburent,Roburent,"['Roburent', 'IAGA:ROB']"
spase://SMWG/Observatory/IAGA/Roi.Baudouin,Roi Baudouin,Roi Baudouin,Roi.Baudouin,"['Roi.Baudouin', 'IAGA:RBD']"
spase://SMWG/Observatory/IAGA/Rostock,Rostock,Rostock,IAGA:ROK,"['Rostock', 'IAGA:ROK']"
spase://SMWG/Observatory/IAGA/Rostov.On.Don,Rostov On Don,Rostov On Don,Rostov.On.Don,"['Rostov.On.Don', 'IAGA:ROD']"
spase://SMWG/Observatory/IAGA/Rude.Skov,Rude Skov,Rude Skov,Rude.Skov,"['Rude.Skov', 'IAGA:RSV']"
spase://SMWG/Observatory/IAGA/Rybachy,Rybachy,Rybachy,IAGA:RYB,"['Rybachy', 'IAGA:RYB']"
spase://SMWG/Observatory/IAGA/S.Cruz.De.Tenerife,S Cruz De Tenerife Las Mesas,S Cruz De Tenerife/Las Mesas,Las.Mesas,"['Las.Mesas', 'IAGA:TEN']"
spase://SMWG/Observatory/IAGA/Sabhawala,Sabhawala,Sabhawala,Sabhawala,"['Sabhawala', 'IAGA:SAB']"
spase://SMWG/Observatory/IAGA/Sable.Island,Sable Island,Sable Island,Sable.Island,"['Sable.Island', 'IAGA:SBL']"
spase://SMWG/Observatory/IAGA/Sachs.Harbour,Sachs Harbour,Sachs Harbour,Sachs.Harbour,"['Sachs.Harbour', 'IAGA:SAH']"
spase://SMWG/Observatory/IAGA/Sagastyr,Sagastyr,Sagastyr,Sagastyr,"['Sagastyr', 'IAGA:SAG']"
spase://SMWG/Observatory/IAGA/Saint.Maur,Saint Maur,Saint Maur,Saint.Maur,"['Saint.Maur', 'IAGA:PSM']"
spase://SMWG/Observatory/IAGA/San.Fernando,San Fernando,San Fernando,San.Fernando,"['San.Fernando', 'IAGA:SFS']"
spase://SMWG/Observatory/IAGA/San.Jose.Dos.Campos,San Jose Dos Campos,San Jose Dos Campos,San.Jose.Dos.Campos,"['San.Jose.Dos.Campos', 'IAGA:SJB']"
spase://SMWG/Observatory/IAGA/San.Jose.Las.Lajas,San Jose Las Lajas,San Jose Las Lajas,San.Jose.Las.Lajas,"['San.Jose.Las.Lajas', 'IAGA:SJL']"
spase://SMWG/Observatory/IAGA/San.Juan.1.2.3,San Juan 1 2 3,San Juan 1-2-3,San.Juan.1-2-3,"['San.Juan.1-2-3', 'IAGA:SJG']"
spase://SMWG/Observatory/IAGA/San.Miguel,San Miguel,San Miguel,San.Miguel,"['San.Miguel', 'IAGA:SMG']"
spase://SMWG/Observatory/IAGA/San.Pablo.De.Los.Montes,San Pablo De Los Montes,San Pablo De Los Montes,San.Pablo.De.Los.Montes,"['San.Pablo.De.Los.Montes', 'IAGA:SPT']"
spase://SMWG/Observatory/IAGA/Sanae,Sanae,Sanae,IAGA:SNA,"['Sanae', 'IAGA:SNA']"
spase://SMWG/Observatory/IAGA/Santiago,Santiago,Santiago,Santiago,"['Santiago', 'IAGA:SNT']"
spase://SMWG/Observatory/IAGA/Sanya,Sanya,Sanya,IAGA:SAN,"['Sanya', 'IAGA:SAN']"
spase://SMWG/Observatory/IAGA/Saskatoon,Saskatoon,Saskatoon,Saskatoon,"['Saskatoon', 'IAGA:SAS']"
spase://SMWG/Observatory/IAGA/Scoresby.Sund,Scoresby Sund,Scoresby Sund,Scoresby.Sund,"['Scoresby.Sund', 'IAGA:SCO']"
spase://SMWG/Observatory/IAGA/Scott.Base,Scott Base,Scott Base,Scott.Base,"['Scott.Base', 'IAGA:SBA']"
spase://SMWG/Observatory/IAGA/Sdr.Stromfjord,Sdr Stromfjord,Sdr Stromfjord,Sdr.Stromfjord,"['Sdr.Stromfjord', 'IAGA:STF']"
spase://SMWG/Observatory/IAGA/Seddin,Seddin,Seddin,IAGA:SED,"['Seddin', 'IAGA:SED']"
spase://SMWG/Observatory/IAGA/Seoul,Seoul,Seoul,IAGA:SEO,"['Seoul', 'IAGA:SEO']"
spase://SMWG/Observatory/IAGA/Seykha,Seykha,Seykha,IAGA:SEY,"['Seykha', 'IAGA:SEY']"
spase://SMWG/Observatory/IAGA/Shatsk,Shatsk,Shatsk,IAGA:SHT,"['Shatsk', 'IAGA:SHT']"
spase://SMWG/Observatory/IAGA/She.Shan,She Shan,She-Shan,She-Shan,"['She-Shan', 'IAGA:SSH']"
spase://SMWG/Observatory/IAGA/Shepherd.Bay,Shepherd Bay,Shepherd Bay,Shepherd.Bay,"['Shepherd.Bay', 'IAGA:SHB']"
spase://SMWG/Observatory/IAGA/Shillong,Shillong,Shillong,Shillong,"['Shillong', 'IAGA:SHL']"
spase://SMWG/Observatory/IAGA/Shumagin,SHU,Shumagin,Shumagin,"['Shumagin', 'IAGA:SHU']"
spase://SMWG/Observatory/IAGA/Sidmouth,Sidmouth,Sidmouth,Sidmouth,"['Sidmouth', 'IAGA:SDH']"
spase://SMWG/Observatory/IAGA/Silchar,Silchar,Silchar,IAGA:SIL,"['Silchar', 'IAGA:SIL']"
spase://SMWG/Observatory/IAGA/Simferopol,Simferopol,Simferopol,Simferopol,"['Simferopol', 'IAGA:SIM']"
spase://SMWG/Observatory/IAGA/Simosato,Simosato,Simosato,Simosato,"['Simosato', 'IAGA:SSO']"
spase://SMWG/Observatory/IAGA/Singapore,Singapore,Singapore,Singapore,"['Singapore', 'IAGA:SIN']"
spase://SMWG/Observatory/IAGA/Siple,Siple,Siple,IAGA:SPL,"['Siple', 'IAGA:SPL']"
spase://SMWG/Observatory/IAGA/Sitka,SIT,Sitka,IAGA:SIT,"['Sitka', 'IAGA:SIT']"
spase://SMWG/Observatory/IAGA/Slutsk,Slutsk,Slutsk,IAGA:SLU,"['Slutsk', 'IAGA:SLU']"
spase://SMWG/Observatory/IAGA/Sodankyla,Sodankyla,Sodankyla,Sodankyla,"['Sodankyla', 'IAGA:SOD']"
spase://SMWG/Observatory/IAGA/Sogra,Sogra,Sogra,IAGA:SOG,"['Sogra', 'IAGA:SOG']"
spase://SMWG/Observatory/IAGA/Sonmiani,Sonmiani,Sonmiani,Sonmiani,"['Sonmiani', 'IAGA:SON']"
spase://SMWG/Observatory/IAGA/Soroa,Soroa,Soroa,IAGA:SOR,"['Soroa', 'IAGA:SOR']"
spase://SMWG/Observatory/IAGA/South.Georgia,South Georgia,South Georgia,South.Georgia,"['South.Georgia', 'IAGA:SGE']"
spase://SMWG/Observatory/IAGA/South.Pole,South Pole,South Pole,South.Pole,"['South.Pole', 'IAGA:SPA']"
spase://SMWG/Observatory/IAGA/South.Uist,South Uist,South Uist,South.Uist,"['South.Uist', 'IAGA:SOU']"
spase://SMWG/Observatory/IAGA/Spitsbergen,Spitsbergen,Spitsbergen,Spitsbergen,"['Spitsbergen', 'IAGA:SPB']"
spase://SMWG/Observatory/IAGA/Srednikan,Srednikan,Srednikan,Srednikan,"['Srednikan', 'IAGA:SRE']"
spase://SMWG/Observatory/IAGA/Srobarova,Srobarova,Srobarova,Srobarova,"['Srobarova', 'IAGA:SRO']"
spase://SMWG/Observatory/IAGA/St.Helier,St Helier,St Helier,St.Helier,"['St.Helier', 'IAGA:STH']"
spase://SMWG/Observatory/IAGA/St.Johns,STJ,St. John's,St.John's,"[""St.John's"", 'IAGA:STJ']"
spase://SMWG/Observatory/IAGA/St.Petersburg,St. Petersburg,St. Petersburg,St..Petersburg,"['St..Petersburg', 'IAGA:SPE']"
spase://SMWG/Observatory/IAGA/Stepanovka,Stepanovka,Stepanovka,Stepanovka,"['Stepanovka', 'IAGA:ODE']"
spase://SMWG/Observatory/IAGA/Stettin.Zabelsdorf,Stettin Zabelsdorf,Stettin-Zabelsdorf,Stettin-Zabelsdorf,"['Stettin-Zabelsdorf', 'IAGA:SZA']"
spase://SMWG/Observatory/IAGA/Stonyhurst,Stonyhurst,Stonyhurst,Stonyhurst,"['Stonyhurst', 'IAGA:STO']"
spase://SMWG/Observatory/IAGA/Sudbury,Sudbury,Sudbury,IAGA:SUB,"['Sudbury', 'IAGA:SUB']"
spase://SMWG/Observatory/IAGA/Sukkertoppen,Sukkertoppen,Sukkertoppen,Sukkertoppen,"['Sukkertoppen', 'IAGA:SKT']"
spase://SMWG/Observatory/IAGA/Surlari,Surlari,Surlari,IAGA:SUA,"['Surlari', 'IAGA:SUA']"
spase://SMWG/Observatory/IAGA/Sveagruva,Sveagruva,Sveagruva,Sveagruva,"['Sveagruva', 'IAGA:SVG']"
spase://SMWG/Observatory/IAGA/Sverdlovsk,Sverdlovsk Yekaterinburg,Sverdlovsk/Yekaterinburg,Yekaterinburg,"['Yekaterinburg', 'IAGA:SVE']"
spase://SMWG/Observatory/IAGA/Swider,Swider,Swider,IAGA:SWI,"['Swider', 'IAGA:SWI']"
spase://SMWG/Observatory/IAGA/Sydney,Sydney,Sydney,IAGA:SYD,"['Sydney', 'IAGA:SYD']"
spase://SMWG/Observatory/IAGA/Syowa.Base,Syowa Base,Syowa Base,Syowa.Base,"['Syowa.Base', 'IAGA:SYO']"
spase://SMWG/Observatory/IAGA/Tacubaya,Tacubaya,Tacubaya,Tacubaya,"['Tacubaya', 'IAGA:TAC']"
spase://SMWG/Observatory/IAGA/Tahiti,Tahiti,Tahiti,IAGA:TAH,"['Tahiti', 'IAGA:TAH']"
spase://SMWG/Observatory/IAGA/Taipei,Taipei Taihoku,Taipei/Taihoku,IAGA:TAP,"['Taihoku', 'IAGA:TAP']"
spase://SMWG/Observatory/IAGA/Talara,Talara,Talara,IAGA:TAL,"['Talara', 'IAGA:TAL']"
spase://SMWG/Observatory/IAGA/Talkeetna,Talkeetna,Talkeetna,Talkeetna,"['Talkeetna', 'IAGA:TLK']"
spase://SMWG/Observatory/IAGA/Tamanrasset,Tamanrasset,Tamanrasset,Tamanrasset,"['Tamanrasset', 'IAGA:TAM']"
spase://SMWG/Observatory/IAGA/Tambey,Tambey,Tambey,IAGA:TMB,"['Tambey', 'IAGA:TMB']"
spase://SMWG/Observatory/IAGA/Tampa,Tampa,Tampa,IAGA:TPA,"['Tampa', 'IAGA:TPA']"
spase://SMWG/Observatory/IAGA/Tangerang,Tangerang,Tangerang,Tangerang,"['Tangerang', 'IAGA:TNG']"
spase://SMWG/Observatory/IAGA/Tashkent.1,Tashkent 1,Tashkent-1,Tashkent-1,"['Tashkent-1', 'IAGA:TAS']"
spase://SMWG/Observatory/IAGA/Tashkent.2,Tashkent 2 Yangi Bazar,Tashkent-2/Yangi-Bazar,Yangi-Bazar,"['Yangi-Bazar', 'IAGA:TKT']"
spase://SMWG/Observatory/IAGA/Tasiusak,Tasiusak,Tasiusak,Tasiusak,"['Tasiusak', 'IAGA:TSK']"
spase://SMWG/Observatory/IAGA/Tates.Cairn,Tate's Cairn,Tate's Cairn,Tate's.Cairn,"[""Tate's.Cairn"", 'IAGA:TCN']"
spase://SMWG/Observatory/IAGA/Tatuoca,Tatuoca,Tatuoca,IAGA:TTB,"['Tatuoca', 'IAGA:TTB']"
spase://SMWG/Observatory/IAGA/Teheran,Teheran,Teheran,IAGA:TEH,"['Teheran', 'IAGA:TEH']"
spase://SMWG/Observatory/IAGA/Tellnitz,Tellnitz,Tellnitz,Tellnitz,"['Tellnitz', 'IAGA:TEL']"
spase://SMWG/Observatory/IAGA/Teoloyucan,Teoloyucan,Teoloyucan,Teoloyucan,"['Teoloyucan', 'IAGA:TEO']"
spase://SMWG/Observatory/IAGA/Teplitz.Bay,Teplitz Bay,Teplitz Bay,Teplitz.Bay,"['Teplitz.Bay', 'IAGA:TPB']"
spase://SMWG/Observatory/IAGA/Terra.Nova.Bay,Terra Nova Bay,Terra Nova Bay,Terra.Nova.Bay,"['Terra.Nova.Bay', 'IAGA:TNB']"
spase://SMWG/Observatory/IAGA/Terre.Adelie,Terre Adelie,Terre Adelie,Terre.Adelie,"['Terre.Adelie', 'IAGA:TAA']"
spase://SMWG/Observatory/IAGA/Tevriz,Tevriz,Tevriz,IAGA:TEV,"['Tevriz', 'IAGA:TEV']"
spase://SMWG/Observatory/IAGA/Thompson,Thompson,Thompson,Thompson,"['Thompson', 'IAGA:TMP']"
spase://SMWG/Observatory/IAGA/Thule.1,Thule 1 Dundas,Thule 1/Dundas,IAGA:THD,"['Dundas', 'IAGA:THD']"
spase://SMWG/Observatory/IAGA/Thule.2,Thule 2 Camp Tuto,Thule-2/Camp Tuto,Camp.Tuto,"['Camp.Tuto', 'IAGA:THU']"
spase://SMWG/Observatory/IAGA/Thule.3,Thule 3 Qanaq,Thule-3/Qanaq,IAGA:THL,"['Qanaq', 'IAGA:THL']"
spase://SMWG/Observatory/IAGA/Tiflis,Tiflis,Tiflis,IAGA:TIF,"['Tiflis', 'IAGA:TIF']"
spase://SMWG/Observatory/IAGA/Tihany,Tihany,Tihany,IAGA:THY,"['Tihany', 'IAGA:THY']"
spase://SMWG/Observatory/IAGA/Tikhaya.Bay,Tikhaya Bay,Tikhaya Bay,Tikhaya.Bay,"['Tikhaya.Bay', 'IAGA:TKH']"
spase://SMWG/Observatory/IAGA/Tiouine,Tiouine,Tiouine,IAGA:TIO,"['Tiouine', 'IAGA:TIO']"
spase://SMWG/Observatory/IAGA/Tiruchirapalli,Tiruchirapalli,Tiruchirapalli,Tiruchirapalli,"['Tiruchirapalli', 'IAGA:TIP']"
spase://SMWG/Observatory/IAGA/Tirunelveli,Tirunelveli,Tirunelveli,Tirunelveli,"['Tirunelveli', 'IAGA:TIR']"
spase://SMWG/Observatory/IAGA/Tixie.Bay,Tixie Bay,Tixie Bay,Tixie.Bay,"['Tixie.Bay', 'IAGA:TIK']"
spase://SMWG/Observatory/IAGA/Tokyo,Tokyo,Tokyo,IAGA:TOK,"['Tokyo', 'IAGA:TOK']"
spase://SMWG/Observatory/IAGA/Toledo,Toledo,Toledo,IAGA:TOL,"['Toledo', 'IAGA:TOL']"
spase://SMWG/Observatory/IAGA/Tomsk,Tomsk,Tomsk,IAGA:TMK,"['Tomsk', 'IAGA:TMK']"
spase://SMWG/Observatory/IAGA/Tondano,Tondano,Tondano,IAGA:TND,"['Tondano', 'IAGA:TND']"
spase://SMWG/Observatory/IAGA/Tonghai,Tonghai,Tonghai,IAGA:THJ,"['Tonghai', 'IAGA:THJ']"
spase://SMWG/Observatory/IAGA/Toolangi,Toolangi,Toolangi,Toolangi,"['Toolangi', 'IAGA:TOO']"
spase://SMWG/Observatory/IAGA/Toronto,Toronto,Toronto,IAGA:TOR,"['Toronto', 'IAGA:TOR']"
spase://SMWG/Observatory/IAGA/Toulouse,Toulouse,Toulouse,Toulouse,"['Toulouse', 'IAGA:TLS']"
spase://SMWG/Observatory/IAGA/Toungoo,Toungoo,Toungoo,IAGA:TGO,"['Toungoo', 'IAGA:TGO']"
spase://SMWG/Observatory/IAGA/Toyoharanew,Toyoharanew,Toyoharanew,Toyoharanew,"['Toyoharanew', 'IAGA:TOH']"
spase://SMWG/Observatory/IAGA/Trelew,Trelew,Trelew,IAGA:TRW,"['Trelew', 'IAGA:TRW']"
spase://SMWG/Observatory/IAGA/Trivandrum,Trivandrum,Trivandrum,Trivandrum,"['Trivandrum', 'IAGA:TRD']"
spase://SMWG/Observatory/IAGA/Tromso,TRO,Tromso,IAGA:TRO,"['Tromso', 'IAGA:TRO']"
spase://SMWG/Observatory/IAGA/Tsingtao,Tsingtao Qingdao,Tsingtao/Qingdao,IAGA:TSI,"['Qingdao', 'IAGA:TSI']"
spase://SMWG/Observatory/IAGA/Tsumeb,Tsumeb,Tsumeb,IAGA:TSU,"['Tsumeb', 'IAGA:TSU']"
spase://SMWG/Observatory/IAGA/Tucson,TUC,Tucson,IAGA:TUC,"['Tucson', 'IAGA:TUC']"
spase://SMWG/Observatory/IAGA/Tulsa,Tulsa,Tulsa,IAGA:TUL,"['Tulsa', 'IAGA:TUL']"
spase://SMWG/Observatory/IAGA/Tungsten,Tungsten,Tungsten,Tungsten,"['Tungsten', 'IAGA:TST']"
spase://SMWG/Observatory/IAGA/Tuntungan,Tuntungan,Tuntungan,Tuntungan,"['Tuntungan', 'IAGA:TUN']"
spase://SMWG/Observatory/IAGA/Uccle,Uccle,Uccle,IAGA:UCC,"['Uccle', 'IAGA:UCC']"
spase://SMWG/Observatory/IAGA/Ugut,Ugut,Ugut,IAGA:UGT,"['Ugut', 'IAGA:UGT']"
spase://SMWG/Observatory/IAGA/Ujjain,Ujjain,Ujjain,IAGA:UJJ,"['Ujjain', 'IAGA:UJJ']"
spase://SMWG/Observatory/IAGA/Ukhta,Ukhta,Ukhta,IAGA:UKH,"['Ukhta', 'IAGA:UKH']"
spase://SMWG/Observatory/IAGA/Ulan.Bator,Ulan Bator,Ulan Bator,Ulan.Bator,"['Ulan.Bator', 'IAGA:UBA']"
spase://SMWG/Observatory/IAGA/Umba,Umba,Umba,IAGA:UMA,"['Umba', 'IAGA:UMA']"
spase://SMWG/Observatory/IAGA/Uppsala.1,Uppsala.1,Uppsala.1,Uppsala.1,"['Uppsala.1', 'IAGA:UPP']"
spase://SMWG/Observatory/IAGA/Uppsala.2,Uppsala.2,Uppsala.2,Uppsala.2,"['Uppsala.2', 'IAGA:UPS']"
spase://SMWG/Observatory/IAGA/Uranium.City,Uranium City,Uranium City,Uranium.City,"['Uranium.City', 'IAGA:URC']"
spase://SMWG/Observatory/IAGA/Urumqi,Urumqi,Urumqi,IAGA:WMQ,"['Urumqi', 'IAGA:WMQ']"
spase://SMWG/Observatory/IAGA/Utrecht,Utrecht,Utrecht,IAGA:UTR,"['Utrecht', 'IAGA:UTR']"
spase://SMWG/Observatory/IAGA/Val.Joyeux,Val Joyeux,Val Joyeux,Val.Joyeux,"['Val.Joyeux', 'IAGA:VLJ']"
spase://SMWG/Observatory/IAGA/Valentia,Valentia,Valentia,Valentia,"['Valentia', 'IAGA:VAL']"
spase://SMWG/Observatory/IAGA/Van.Rensselaer,Van Rensselaer,Van Rensselaer,Van.Rensselaer,"['Van.Rensselaer', 'IAGA:VAN']"
spase://SMWG/Observatory/IAGA/Vassouras,Vassouras,Vassouras,Vassouras,"['Vassouras', 'IAGA:VSS']"
spase://SMWG/Observatory/IAGA/Victoria,VIC,Victoria,Victoria,"['Victoria', 'IAGA:VIC']"
spase://SMWG/Observatory/IAGA/Vieques,Vieques,Vieques,IAGA:VQS,"['Vieques', 'IAGA:VQS']"
spase://SMWG/Observatory/IAGA/Villa.Remedios,Villa Remedios,Villa Remedios,Villa.Remedios,"['Villa.Remedios', 'IAGA:VRE']"
spase://SMWG/Observatory/IAGA/Visakhapatnam,Visakhapatnam,Visakhapatnam,Visakhapatnam,"['Visakhapatnam', 'IAGA:VSK']"
spase://SMWG/Observatory/IAGA/Voeikovo,Voeikovo,Voeikovo,Voeikovo,"['Voeikovo', 'IAGA:LNN']"
spase://SMWG/Observatory/IAGA/Voroshilov,Voroshilov,Voroshilov,Voroshilov,"['Voroshilov', 'IAGA:VOR']"
spase://SMWG/Observatory/IAGA/Vostok,VOS,Vostok,IAGA:VOS,"['Vostok', 'IAGA:VOS']"
spase://SMWG/Observatory/IAGA/Vykhodnoy,Vykhodnoy,Vykhodnoy,Vykhodnoy,"['Vykhodnoy', 'IAGA:VYK']"
spase://SMWG/Observatory/IAGA/Vysokaya.Dubrava,Vysokaya Dubrava,Vysokaya Dubrava,Vysokaya.Dubrava,"['Vysokaya.Dubrava', 'IAGA:SVD']"
spase://SMWG/Observatory/IAGA/Wake.Island,Wake Island,Wake Island,Wake.Island,"['Wake.Island', 'IAGA:WKE']"
spase://SMWG/Observatory/IAGA/Warnkenhagen,Warnkenhagen,Warnkenhagen,Warnkenhagen,"['Warnkenhagen', 'IAGA:WRH']"
spase://SMWG/Observatory/IAGA/Warsaw,Warsaw,Warsaw,IAGA:WSW,"['Warsaw', 'IAGA:WSW']"
spase://SMWG/Observatory/IAGA/Washington,Washington,Washington,Washington,"['Washington', 'IAGA:WDC']"
spase://SMWG/Observatory/IAGA/Watheroo,Watheroo,Watheroo,Watheroo,"['Watheroo', 'IAGA:WAT']"
spase://SMWG/Observatory/IAGA/Weston,Weston,Weston,IAGA:WES,"['Weston', 'IAGA:WES']"
spase://SMWG/Observatory/IAGA/White.Shell,White Shell,White Shell,White.Shell,"['White.Shell', 'IAGA:WHS']"
spase://SMWG/Observatory/IAGA/Wien,Wien,Wien,IAGA:WIK,"['Wien', 'IAGA:WIK']"
spase://SMWG/Observatory/IAGA/Wien.Auhof,Wien Auhof,Wien-Auhof,Wien-Auhof,"['Wien-Auhof', 'IAGA:WIA']"
spase://SMWG/Observatory/IAGA/Wien.Kobenzl,Wien Kobenzl,Wien-Kobenzl,Wien-Kobenzl,"['Wien-Kobenzl', 'IAGA:WIK']"
spase://SMWG/Observatory/IAGA/Wilhelmshaven,Wilhelmshaven,Wilhelmshaven,Wilhelmshaven,"['Wilhelmshaven', 'IAGA:WLH']"
spase://SMWG/Observatory/IAGA/Wilkes,Wilkes,Wilkes,IAGA:WIL,"['Wilkes', 'IAGA:WIL']"
spase://SMWG/Observatory/IAGA/Wingst,Wingst,Wingst,IAGA:WNG,"['Wingst', 'IAGA:WNG']"
spase://SMWG/Observatory/IAGA/Winnipeg,Winnipeg,Winnipeg,Winnipeg,"['Winnipeg', 'IAGA:WNP']"
spase://SMWG/Observatory/IAGA/Witteveen,Witteveen,Witteveen,Witteveen,"['Witteveen', 'IAGA:WIT']"
spase://SMWG/Observatory/IAGA/Wuhan,Wuhan,Wuhan,IAGA:WHN,"['Wuhan', 'IAGA:WHN']"
spase://SMWG/Observatory/IAGA/Wustrow,Wustrow,Wustrow,IAGA:WUS,"['Wustrow', 'IAGA:WUS']"
spase://SMWG/Observatory/IAGA/Yakutsk,Yakutsk,Yakutsk,IAGA:YAK,"['Yakutsk', 'IAGA:YAK']"
spase://SMWG/Observatory/IAGA/Yangi.Bazar,Yangi Bazar,Yangi Bazar,Yangi.Bazar,"['Yangi.Bazar', 'IAGA:TKT']"
spase://SMWG/Observatory/IAGA/Yauca,Yauca,Yauca,IAGA:YAU,"['Yauca', 'IAGA:YAU']"
spase://SMWG/Observatory/IAGA/Yellowknife,YKC,Yellowknife,Yellowknife,"['Yellowknife', 'IAGA:YKC']"
spase://SMWG/Observatory/IAGA/Yuzhno.Sakhalinsk,Yuzhno Sakhalinsk,Yuzhno Sakhalinsk,Yuzhno.Sakhalinsk,"['Yuzhno.Sakhalinsk', 'IAGA:YSS']"
spase://SMWG/Observatory/IAGA/Yuzhny.Shar,Yuzhny Shar,Yuzhny Shar,Yuzhny.Shar,"['Yuzhny.Shar', 'IAGA:YSH']"
spase://SMWG/Observatory/IAGA/Zaimishche,Zaimishche Kazan,Zaimishche/Kazan,IAGA:KZN,"['Kazan', 'IAGA:KZN']"
spase://SMWG/Observatory/IAGA/Zaria,Zaria,Zaria,IAGA:ZAR,"['Zaria', 'IAGA:ZAR']"
spase://SMWG/Observatory/IAGA/Zhong.Shan,Zhong Shan,Zhong Shan,Zhong.Shan,"['Zhong.Shan', 'IAGA:ZHS']"
spase://SMWG/Observatory/IAGA/Zi.Ka.Wei,Zi Ka Wei,Zi Ka Wei,Zi.Ka.Wei,"['Zi.Ka.Wei', 'IAGA:ZKW']"
spase://SMWG/Observatory/IAGA/Zinzen,Zinzen,Zinzen,IAGA:ZIN,"['Zinzen', 'IAGA:ZIN']"
spase://SMWG/Observatory/IAGA/Zo.Se,Zo Se,Zo Se,IAGA:ZSC,"['Zo.Se', 'IAGA:ZSC']"
spase://SMWG/Observatory/IAGA/Zuy,Zuy,Zuy,IAGA:ZUY,"['Zuy', 'IAGA:ZUY']"
spase://SMWG/Observatory/IBEX,IBEX,IBEX,Interstellar Boundary Explorer,['']
spase://SMWG/Observatory/ICESTAR,ICESTAR Observatory Group,ICESTAR Observatory Group,ICESTAR Ground Observatory Group,['ICESTAR Ground Observatory Group']
spase://SMWG/Observatory/ICESTAR/AGO.P1,AGO P1,AGO P1,AGO P1,['']
spase://SMWG/Observatory/ICESTAR/AGO.P2,AGO P2,AGO P2,AGO P2,['']
spase://SMWG/Observatory/ICESTAR/AGO.P3,AGO P3,AGO P3,AGO P3,['']
spase://SMWG/Observatory/ICESTAR/AGO.P4,AGO P4,AGO P4,AGO P4,['']
spase://SMWG/Observatory/ICESTAR/AGO.P5,AGO P5,AGO P5,AGO P5,['']
spase://SMWG/Observatory/ICESTAR/AGO.P6,AGO P6,AGO P6,AGO P6,['']
spase://SMWG/Observatory/ICESTAR/Gakona,Gakona,Gakona,Gakona,['']
spase://SMWG/Observatory/ICESTAR/Iqaluit,Iqaluit,Iqaluit,Iqaluit,['']
spase://SMWG/Observatory/ICESTAR/McMurdo,McMurdo,McMurdo,McMurdo,['']
spase://SMWG/Observatory/ICESTAR/South.Pole,South Pole,South Pole,South Pole,['']
spase://SMWG/Observatory/ICON,ICON,Ionospheric Connection Explorer,Ionospheric Connection,"['ICON', '44628']"
spase://SMWG/Observatory/IGPPLANL,IGPP LANL Observatory Group,IGPP LANL Observatory Group,IGPP LANL magnetometer chain,['IGPP LANL magnetometer chain']
spase://SMWG/Observatory/IGPPLANL/Air.Force.Academy,IGPP LANL Air Force Academy Magnetometer,IGPP-LANL Air Force Academy Magnetometer,IGPP-LANL Air Force Academy Magnetometer,['']
spase://SMWG/Observatory/IGPPLANL/Boulder,IGPP LANL Boulder Magnetometer,IGPP-LANL Boulder Magnetometer,IGPP-LANL Boulder Magnetometer,['']
spase://SMWG/Observatory/IGPPLANL/Cambridge,IGPP LANL Cambridge Magnetometer,IGPP-LANL Cambridge Magnetometer,IGPP-LANL Cambridge Magnetometer,['']
spase://SMWG/Observatory/IGPPLANL/Crete,IGPP LANL Crete Magnetometer,IGPP-LANL Crete Magnetometer,IGPP-LANL Crete Magnetometer,['']
spase://SMWG/Observatory/IGPPLANL/Jicamarca,IGPP LANL Jicamarca Magnetometer,IGPP-LANL Jicamarca Magnetometer,IGPP-LANL Jicamarca Magnetometer,['']
spase://SMWG/Observatory/IGPPLANL/Los.Alamos.National.Laboratory,IGPP LANL Los Alamos National Laboratory Magnetometer,IGPP-LANL Los Alamos National Laboratory Magnetometer,IGPP-LANL Los Alamos National Laboratory Magnetometer,['']
spase://SMWG/Observatory/IGPPLANL/Rapid.City,IGPP LANL Rapid City Magnetometer,IGPP-LANL Rapid City Magnetometer,IGPP-LANL Rapid City Magnetometer,['']
spase://SMWG/Observatory/IGPPLANL/San.Gabriel.Dam,IGPP LANL San Gabriel Dam Magnetometer,IGPP-LANL San Gabriel Dam Magnetometer,IGPP-LANL San Gabriel Dam Magnetometer,['']
spase://SMWG/Observatory/IGPPLANL/Southeast.Louisiana.University,IGPP LANL SE Louisiana University Magnetometer,IGPP-LANL SE Louisiana University Magnetometer,IGPP-LANL SE Louisiana University Magnetometer,['']
spase://SMWG/Observatory/IGPPLANL/Table.Mountain,IGPP LANL Table Mountain Magnetometer,IGPP-LANL Table Mountain Magnetometer,IGPP-LANL Table Mountain Magnetometer,['']
