HelioData_long_name,SPASE_AlternateName
Wien-Kobenzl,"['Wien-Kobenzl', 'IAGA:WIK']"
Wilhelmshaven,"['Wilhelmshaven', 'IAGA:WLH']"
IAGA:WIL,"['IAGA:WIL', 'Wilkes']"
IAGA:WNG,"['IAGA:WNG', 'Wingst']"
Winnipeg,"['Winnipeg', 'IAGA:WNP']"
Witteveen,"['Witteveen', 'IAGA:WIT']"
IAGA:WHN,"['IAGA:WHN', 'Wuhan']"
IAGA:WUS,"['IAGA:WUS', 'Wustrow']"
IAGA:YAK,"['IAGA:YAK', 'Yakutsk']"
Yangi.Bazar,"['Yangi.Bazar', 'IAGA:TKT']"
IAGA:YAU,"['IAGA:YAU', 'Yauca']"
Yellowknife,"['Yellowknife', 'IAGA:YKC']"
Yuzhno.Sakhalinsk,"['Yuzhno.Sakhalinsk', 'IAGA:YSS']"
Yuzhny.Shar,"['Yuzhny.Shar', 'IAGA:YSH']"
IAGA:KZN,"['IAGA:KZN', 'Kazan']"
IAGA:ZAR,"['IAGA:ZAR', 'Zaria']"
Zhong.Shan,"['Zhong.Shan', 'IAGA:ZHS']"
Zi.Ka.Wei,"['Zi.Ka.Wei', 'IAGA:ZKW']"
IAGA:ZIN,"['IAGA:ZIN', 'Zinzen']"
IAGA:ZSC,"['IAGA:ZSC', 'Zo.Se']"
IAGA:ZUY,"['IAGA:ZUY', 'Zuy']"
Interstellar Boundary Explorer,['Interstellar Boundary Explorer']
ICESTAR Ground Observatory Group,['ICESTAR Ground Observatory Group']
AGO P1,['AGO P1']
AGO P2,['AGO P2']
AGO P3,['AGO P3']
AGO P4,['AGO P4']
AGO P5,['AGO P5']
AGO P6,['AGO P6']
Gakona,['Gakona']
Iqaluit,['Iqaluit']
McMurdo,['McMurdo']
South Pole,['South Pole']
Ionospheric Connection,"['Ionospheric Connection', 'ICON', '44628']"
IGPP LANL magnetometer chain,['IGPP LANL magnetometer chain']
IGPP-LANL Air Force Academy Magnetometer,['IGPP-LANL Air Force Academy Magnetometer']
IGPP-LANL Boulder Magnetometer,['IGPP-LANL Boulder Magnetometer']
IGPP-LANL Cambridge Magnetometer,['IGPP-LANL Cambridge Magnetometer']
IGPP-LANL Crete Magnetometer,['IGPP-LANL Crete Magnetometer']
IGPP-LANL Jicamarca Magnetometer,['IGPP-LANL Jicamarca Magnetometer']
IGPP-LANL Los Alamos National Laboratory Magnetometer,['IGPP-LANL Los Alamos National Laboratory Magnetometer']
IGPP-LANL Rapid City Magnetometer,['IGPP-LANL Rapid City Magnetometer']
IGPP-LANL San Gabriel Dam Magnetometer,['IGPP-LANL San Gabriel Dam Magnetometer']
IGPP-LANL SE Louisiana University Magnetometer,['IGPP-LANL SE Louisiana University Magnetometer']
IGPP-LANL Table Mountain Magnetometer,['IGPP-LANL Table Mountain Magnetometer']
IGPP-LANL Teoloyucan Magnetometer,['IGPP-LANL Teoloyucan Magnetometer']
International GNSS Service,"['International GNSS Service', 'International GPS Service']"
IIG,['IIG']
Imager for Magnetopause-to-Aurora Global Exploration,"['Imager for Magnetopause-to-Aurora Global Exploration', '2000-017A', 'MIDEX/IMAGE', 'Explorer 78']"
IMP Spacecraft Series,['IMP Spacecraft Series']
Explorer 34,"['Explorer 34', '1967-051A', 'IMP-F']"
Explorer 41,"['Explorer 41', '1969-053A', 'IMP-G']"
Explorer 43,"['Explorer 43', '1971-019A', 'IMP-I']"
Explorer 47,"['Explorer 47', '1972-073A', 'IMP-H']"
Explorer 50,"['Explorer 50', 'IMP-J', '1973-078A']"
Explorer 40,"['Explorer 40', 'Injun-C']"
Interball Tail Probe,"['Interball Tail Probe', '1995-039A', 'Prognoz 11']"
Interball Auroral Probe,"['Interball Auroral Probe', '1996-050C', 'Auroral Probe', 'Prognoz 2M', 'Prognoz 12']"
Interball Auroral,['Interball Auroral']
Interball Tail,['Interball Tail']
IRIDIUM,['IRIDIUM']
IRIDIUM_1_70,['IRIDIUM_1_70']
Interface Region Imaging Spectrograph,"['Interface Region Imaging Spectrograph', '2013-033A']"
International Sun-Earth Explorer,['International Sun-Earth Explorer']
International Sun-Earth Explorer-A,"['International Sun-Earth Explorer-A', '1977-102A', 'Explorer 56', 'ISEE-A']"
International Sun-Earth Explorer-B,"['International Sun-Earth Explorer-B', '1977-102B', 'ISEE-B']"
International Sun-Earth Explorer-C,"['International Sun-Earth Explorer-C', '1978-079A', 'ISEE-C', 'International Cometary Explorer', 'ICE', 'Explorer 59']"
International Sats for Ionosph Studies,['International Sats for Ionosph Studies']
International Sats for Ionosph Studies,"['International Sats for Ionosph Studies', '1969-009A', 'ISIS-A']"
International Sats for Ionosph Studies,"['International Sats for Ionosph Studies', '1971-024A', 'ISIS-B']"
ISLL,['ISLL']
International Space Station,['International Space Station']
JSPO,['JSPO']
Juno Orbiter,['Juno Orbiter']
Kaguya (SELENE),['Kaguya (SELENE)']
KP,['KP']
Korean Multi-Purpose Satellite (KOMPSAT-1),['Korean Multi-Purpose Satellite (KOMPSAT-1)']
KSO,['KSO']
LANL Spacecraft Series,['LANL Spacecraft Series']
LANL01A,['LANL01A']
LANL02A,['LANL02A']
1989-046,['1989-046']
1990-095,['1990-095']
1991-080,['1991-080']
1994-084,['1994-084']
LANL-97A,['LANL-97A']
LANL-01A,['LANL-01A']
LANL-02sA,['LANL-02sA']
LANL-97,['LANL-97']
LOFAR,['LOFAR']
Tail Subsatellite S2-X,"['Tail Subsatellite S2-X', '1995-039F', 'S2-X', 'Interball S2-X']"
Explorer 61,"['Explorer 61', '1979-094A']"
Mariner 10,['Mariner 10']
Mars Express,['Mars Express']
Mars Science Laboratory,"['Mars Science Laboratory', 'Curiosity']"
Mars Atmosphere and Volatile EvolutioN,"['Mars Atmosphere and Volatile EvolutioN', 'MAVEN']"
Mid-continent Magnetoseismic Chain (McMAC) Americus Station,['Mid-continent Magnetoseismic Chain (McMAC) Americus Station']
Mid-continent Magnetoseismic Chain (McMAC) Bennington Station,['Mid-continent Magnetoseismic Chain (McMAC) Bennington Station']
Mid-continent Magnetoseismic Chain (McMAC) Glyndon Station,['Mid-continent Magnetoseismic Chain (McMAC) Glyndon Station']
Mid-continent Magnetoseismic Chain (McMAC) Linares Station,['Mid-continent Magnetoseismic Chain (McMAC) Linares Station']
Mid-continent Magnetoseismic Chain (McMAC) Lyford Station,['Mid-continent Magnetoseismic Chain (McMAC) Lyford Station']
Mid-continent Magnetoseismic Chain (McMAC) Purcell Station,['Mid-continent Magnetoseismic Chain (McMAC) Purcell Station']
Mid-continent Magnetoseismic Chain (McMAC) Richardson Station,['Mid-continent Magnetoseismic Chain (McMAC) Richardson Station']
Mid-continent Magnetoseismic Chain (McMAC) San Antonio Station,['Mid-continent Magnetoseismic Chain (McMAC) San Antonio Station']
Mid-continent Magnetoseismic Chain (McMAC) Worthington Station,['Mid-continent Magnetoseismic Chain (McMAC) Worthington Station']
The observatory group created to represent the chain of stations in the MEASURE Array.,"['The observatory group created to represent the chain of stations in the MEASURE Array.', 'MEASURE Observatory Chain']"
Applied Physics Lab Geomagnetic Observatory,['Applied Physics Lab Geomagnetic Observatory']
Bullcreek Observatory Geomagnetic Observatory,['Bullcreek Observatory Geomagnetic Observatory']
Clarkson University Geomagnetic Observatory,['Clarkson University Geomagnetic Observatory']
Darksky Observatory Geomagnetic Observatory,['Darksky Observatory Geomagnetic Observatory']
Grafton Test Facility Geomagnetic Observatory,['Grafton Test Facility Geomagnetic Observatory']
The Jacksonville University Geomagnetic Observatory.,['The Jacksonville University Geomagnetic Observatory.']
The Millstone Hill Geomagnetic Observatory.,['The Millstone Hill Geomagnetic Observatory.']
The University of South Carolina Geomagnetic Observatory.,['The University of South Carolina Geomagnetic Observatory.']
"Mercury Surface, Space Environment, Geochemistry and Ranging","['Mercury Surface, Space Environment, Geochemistry and Ranging']"
MetOp-A,['MetOp-A']
MetOp-A,['MetOp-A']
Observatoire de Paris (Meudon site),['Observatoire de Paris (Meudon site)']
Mars Global Surveyor,"['Mars Global Surveyor', '1996-062A', 'MGS', '1996-062A']"
Magnetosphere-Ionosphere Coupling in the Alfvén resonator (MICA),['Magnetosphere-Ionosphere Coupling in the Alfvén resonator (MICA)']
Magnetospheric Multiscale,['Magnetospheric Multiscale']
MMS-1,['MMS-1']
MMS-2,['MMS-2']
MMS-3,['MMS-3']
MMS-4,['MMS-4']
Munin Spacecraft,['Munin Spacecraft']
Neutron Monitor Stations,['Neutron Monitor Stations']
Fort Smith,['Fort Smith']
Inuvik,['Inuvik']
McMurdo,['McMurdo']
Nain,['Nain']
Peawanuck,['Peawanuck']
South Pole,['South Pole']
SwarthmoreNewark,['SwarthmoreNewark']
Thule,['Thule']
Climax,['Climax']
Haleakala,['Haleakala']
Huancayo,['Huancayo']
New Horizons Pluto Kuiper Belt Flyby,['New Horizons Pluto Kuiper Belt Flyby']
Nimbus 7,['Nimbus 7']
1986-073A,['1986-073A']
NOAA 11,['NOAA 11']
1991-032A,"['1991-032A', 'NOAA-D']"
Advanced TIROS-N (ATN),"['Advanced TIROS-N (ATN)', '1993-050A', 'NOAA-I', 'POES']"
Advanced TIROS-N (ATN),"['Advanced TIROS-N (ATN)', '1994-089A', 'POES', 'NOAA-J']"
Polar Operational Environmental Satellite,"['Polar Operational Environmental Satellite', '1998-030A', 'POES 15', 'Advanced TIROS-N (ATN)']"
Advanced TIROS-N (ATN),"['Advanced TIROS-N (ATN)', '2000-055A', 'POES 16']"
Advanced TIROS-N (ATN),"['Advanced TIROS-N (ATN)', '2002-032A']"
Advanced TIROS-N (ATN),"['Advanced TIROS-N (ATN)', '2005-018A']"
NOAA-N Prime,"['NOAA-N Prime', '2009-005A']"
1976-077A,"['1976-077A', 'ITOS-H']"
1979-057A,"['1979-057A', 'NOAA-A']"
1981-059A,"['1981-059A', 'NOAA-C']"
1983-022A,"['1983-022A', 'NOAA-E']"
NOAA 9,['NOAA 9']
NOB_RH,['NOB_RH']
NSO Observatory Group,['NSO Observatory Group']
OAC,['OAC']
ObsParis,['ObsParis']
NSSDC ID: 1999-008B,"['NSSDC ID: 1999-008B', 'Orsted']"
OGO Satellites,['OGO Satellites']
1965-081A,"['1965-081A', 'OGO-C', 'POGO 1', '01620']"
1967-073A,"['1967-073A', 'OGO-D', 'POGO 2']"
1969-051A,"['1969-051A', 'OGO-F', 'PL-691D', 'S 60', 'POGO 3']"
Exospheric Sat. C,"['Exospheric Sat. C', '1984-015A', 'EXOS-C']"
OMNI,['OMNI']
1969-025C,"['1969-025C', 'LANL97A', '03825']"
1966-070A,"['1966-070A', '02389']"
Solar Polarization and Directivity X-Ray Experiment,['Solar Polarization and Directivity X-Ray Experiment']
Parker Solar Probe,"['Parker Solar Probe', 'PSP', 'Solar Probe Plus Spacecraft', 'SPP']"
Fobos 2,['Fobos 2']
PICARD,['PICARD']
Pic du Midi,['Pic du Midi']
PINA,['PINA']
Pioneer Spacecraft Series,['Pioneer Spacecraft Series']
1972-012A,"['1972-012A', 'Pioneer-F']"
1973-019A,"['1973-019A', 'Pioneer-G']"
Pioneer Venus 1978 Orbiter,"['Pioneer Venus 1978 Orbiter', '1978-051A', 'Pioneer Venus 1', 'PVO', 'Pioneer 12']"
Polar-orbiting Operational Environmental Satellite (POES),['Polar-orbiting Operational Environmental Satellite (POES)']
Polar,"['Polar', 'Polar Plasma Laboratory', 'GGS/Polar', 'ISTP/Polar']"
PROBA2,['PROBA2']
Prognoz Spacecraft Series,['Prognoz Spacecraft Series']
1977-093A,['1977-093A']
1978-101A,['1978-101A']
1983-067A,"['1983-067A', 'Relict']"
RABB,['RABB']
Radio JOVE Observatory Network,['Radio JOVE Observatory Network']
AJ4CO,['AJ4CO']
HNRAO,['HNRAO']
MTSU,['MTSU']
RANK,['RANK']
Van Allen Probes,"['Van Allen Probes', 'Radiation Belt Storm Probe']"
Radiation Belt Storm Probe A,['Radiation Belt Storm Probe A']
Radiation Belt Storm Probe B,['Radiation Belt Storm Probe B']
Redline Emission Geospace Observatory (rEGO),['Redline Emission Geospace Observatory (rEGO)']
Rocket Experiment for Neutral Upwelling 2,['Rocket Experiment for Neutral Upwelling 2']
Reuven Ramaty High Energy Solar Spectroscope Imager,"['Reuven Ramaty High Energy Solar Spectroscope Imager', '2002-004A', 'SMEX/RHESSI', 'Small Explorer/RHESSI', 'HESSI', 'Reuven Ramaty High Energy Solar Spectroscopic Imager']"
Republic of China Satellite-1,"['Republic of China Satellite-1', 'Formosat-1']"
Rosetta Comet Rendezvous,['Rosetta Comet Rendezvous']
S-Cubed A,"['S-Cubed A', 'Explorer 45', 'SSS-A']"
SESP S74-2A,"['SESP S74-2A', 'SS74-2A', 'S74-2', '09007']"
SAC-C Project,"['SAC-C Project', 'Satélite de Aplicaciones Científicas-C', 'Scientific Application Satellite-C', 'Oersted-2', 'NSSDC ID: 2000-075B']"
Pioneer,['Pioneer']
Solar Anomalous and Magnetospheric Particle Explorer,"['Solar Anomalous and Magnetospheric Particle Explorer', '1992-038A', 'Small Explorer/SAMPEX', 'Explorer 68', 'SMEX/SAMPEX']"
San Fernando Observatory,['San Fernando Observatory']
San Marco-DL,['San Marco-DL']
Spacecraft Charging AT High Altitude,"['Spacecraft Charging AT High Altitude', 'Spacecraft Charging AT High Altitudes', 'STP P78-2']"
SDIC,['SDIC']
Solar Dynamics Observatory,['Solar Dynamics Observatory']
Spherical Elementary Current Systems,['Spherical Elementary Current Systems']
Satellite Experiments Simultaneous with Antarctic MEasurements,['Satellite Experiments Simultaneous with Antarctic MEasurements']
Sodankylä Geophysical Observatory,['Sodankylä Geophysical Observatory']
Siple Experiment,['Siple Experiment']
1973-027A,['1973-027A']
SME,['SME']
Solar wind-Magnetosphere-Ionosphere Link Explorer (SMILE),['Solar wind-Magnetosphere-Ionosphere Link Explorer (SMILE)']
Student Nitric Oxide Explorer,['Student Nitric Oxide Explorer']
Solar and Heliospheric Observatory,"['Solar and Heliospheric Observatory', '1995-065A']"
SOLIS,['SOLIS']
Solar Radiation and Climate Experiment,"['Solar Radiation and Climate Experiment', '2003-004A', 'SOlar Radiation and Climate Experiment']"
Station de Radioastronomie de Nançay,"['Station de Radioastronomie de Nançay', 'Nançay Radioastronomy Observatory', 'Unité Scientifique de Nançay']"
LOFAR FR606 High Band Array,['LOFAR FR606 High Band Array']
LOFAR FR606 Low Band Array,['LOFAR FR606 Low Band Array']
Nancay Decameter Array,['Nancay Decameter Array']
NenuFAR,['NenuFAR']
Nancay Radioheliograph,['Nancay Radioheliograph']
Nancay Radioheliograph,['Nancay Radioheliograph']
ORFEES,['ORFEES']
ST5 Mission,['ST5 Mission']
2006-008B,"['2006-008B', 'ST5-B']"
2006-008A,"['2006-008A', 'ST5-A']"
2006-008C,"['2006-008C', 'ST5-C']"
STEP,['STEP']
Solar-Terrestrial Relations Observatory,['Solar-Terrestrial Relations Observatory']
Solar Terrestrial Relations Observatory A,"['Solar Terrestrial Relations Observatory A', 'STEREO Ahead', 'STEREO East']"
Solar Terrestrial Relations Observatory B,"['Solar Terrestrial Relations Observatory B', 'STEREO Behind', 'STEREO West']"
STPSat-1,['STPSat-1']
Planet A,['Planet A']
SuperDARN,['SuperDARN']
SuperMAG,['SuperMAG']
SYO,['SYO']
TALO,['TALO']
Time History of Events and Macroscale Interactions during Substorms,"['Time History of Events and Macroscale Interactions during Substorms', 'MIDEX/THEMIS']"
Time History of Events and Macroscale Interactions during Substorms A,"['Time History of Events and Macroscale Interactions during Substorms A', 'Explorer 85', '2007-004A', 'MIDEX/THEMIS', 'THEMIS-P5', '30580']"
Time History of Events and Macroscale Interactions during Substorms B,"['Time History of Events and Macroscale Interactions during Substorms B', 'Explorer 86', '2007-004B', 'MIDEX/THEMIS', 'THEMIS-P1', 'ARTEMIS-P1', '30581']"
Time History of Events and Macroscale Interactions during Substorms C,"['Time History of Events and Macroscale Interactions during Substorms C', 'Explorer 87', '2007-004C', 'MIDEX/THEMIS', 'THEMIS-P2', 'ARTEMIS-P2', '30582']"
Time History of Events and Macroscale Interactions during Substorms D,"['Time History of Events and Macroscale Interactions during Substorms D', 'Explorer 88', '2007-004D', 'MIDEX/THEMIS', 'THEMIS-P3', '30797']"
Time History of Events and Macroscale Interactions during Substorms E,"['Time History of Events and Macroscale Interactions during Substorms E', 'Explorer 89', '2007-004E', 'MIDEX/THEMIS', 'THEMIS-P4', '30798']"
THEMIS-Associated Ground Magnetometer Stations,['THEMIS-Associated Ground Magnetometer Stations']
Canadian Magnetometer Array,"['Canadian Magnetometer Array', 'NASA THEMIS CANMAG Ground Stations']"
ATHA,['ATHA']
FSIM,['FSIM']
FSMI,['FSMI']
FYKN,['FYKN']
GAKO,['GAKO']
GILL,['GILL']
PINA,['PINA']
RANK,['RANK']
SNKQ,"['SNKQ', 'SNK']"
NASA THEMIS Ground Stations in Alaska,['NASA THEMIS Ground Stations in Alaska']
NASA THEMIS EPO Ground Stations,['NASA THEMIS EPO Ground Stations']
BMLS,['BMLS']
CCNV,['CCNV']
DRBY,['DRBY']
FYTS,['FYTS']
HOTS,['HOTS']
LOYS,['LOYS']
PINE,['PINE']
PTRS,['PTRS']
RMUS,"['RMUS', 'RUMS']"
SWNO,['SWNO']
UKIA,['UKIA']
NASA THEMIS GBO Ground Stations,['NASA THEMIS GBO Ground Stations']
CHBG,['CHBG']
EKAT,['EKAT']
GBAY,['GBAY']
INUV,['INUV']
KAPU,['KAPU']
KIAN,['KIAN']
KUUJ,['KUUJ']
MCGR,['MCGR']
NRSQ,['NRSQ']
PGEO,['PGEO']
SNAP,['SNAP']
TALO,['TALO']
TPAS,['TPAS']
WHIT,['WHIT']
YKNF,['YKNF']
THULE,['THULE']
Thermosphere-Ionosphere-Mesosphere Energetics and Dynamics,"['Thermosphere-Ionosphere-Mesosphere Energetics and Dynamics', '2001-055B', 'Thermosphere Ionosphere Mesosphere Energetics and Dynamics']"
TIROSN,['TIROSN']
Transition Region and Coronal Explorer,"['Transition Region and Coronal Explorer', '1998-020A', 'SMEX/TRACE', 'Small Explorer/TRACE', 'Explorer 73']"
Tandem Reconnection and Cusp Electrodynamics Reconnaissance Satellites,['Tandem Reconnection and Cusp Electrodynamics Reconnaissance Satellites']
TRACERS Mission TRACERS 1 spacecraft,['TRACERS Mission TRACERS 1 spacecraft']
TRACERS Mission TRACERS 2 spacecraft,['TRACERS Mission TRACERS 2 spacecraft']
Transition Region Explorer (TREx),['Transition Region Explorer (TREx)']
Two Wide-angle Imaging Neutral Atom Spectrometers,['Two Wide-angle Imaging Neutral Atom Spectrometers']
TWINS 1,['TWINS 1']
TWINS 2,['TWINS 2']
Upper Atmosphere Research Satellite,['Upper Atmosphere Research Satellite']
UCLA Space Plasma Simulation Group,"['UCLA Space Plasma Simulation Group', 'SPSG']"
International Solar Polar Mission,"['International Solar Polar Mission', '1990-090B', 'Solar Polar', 'ULY']"
University of New Hampshire Observatory,['University of New Hampshire Observatory']
Vega Mission,"['Vega Mission', 'Venera-Halley']"
Venera-Halley 1,"['Venera-Halley 1', '1984-125A']"
Venera-Halley 2,"['Venera-Halley 2', '1984-128A']"
Venus Express,['Venus Express']
Voyager 1 & 2,['Voyager 1 & 2']
Mariner Jupiter/Saturn A,"['Mariner Jupiter/Saturn A', '1977-084A']"
Mariner Jupiter/Saturn B,"['Mariner Jupiter/Saturn B', '1977-076A']"
World Data Center Ground Observatories,"['World Data Center Ground Observatories', 'WDC Ground Observatories']"
Abinger Ground Observatory,['Abinger Ground Observatory']
Abisko Ground Observatory,['Abisko Ground Observatory']
Addis Ababa Ground Observatory,['Addis Ababa Ground Observatory']
Agincourt Ground Observatory,['Agincourt Ground Observatory']
Alert Ground Observatory,['Alert Ground Observatory']
Alibag Ground Observatory,['Alibag Ground Observatory']
Alice Springs Ground Observatory,['Alice Springs Ground Observatory']
Alma Ata Ground Observatory,['Alma Ata Ground Observatory']
Almeria Ground Observatory,['Almeria Ground Observatory']
Amatsia Ground Observatory,['Amatsia Ground Observatory']
Amberley Ground Observatory,['Amberley Ground Observatory']
Anchorage Ground Observatory,['Anchorage Ground Observatory']
Annamalainagar Ground Observatory,['Annamalainagar Ground Observatory']
Antananarivo Ground Observatory,['Antananarivo Ground Observatory']
Apia Ground Observatory,['Apia Ground Observatory']
Arctowski Ground Observatory,['Arctowski Ground Observatory']
Arkhangelsk Ground Observatory,['Arkhangelsk Ground Observatory']
Arti Ground Observatory,['Arti Ground Observatory']
Ascension Ground Observatory,['Ascension Ground Observatory']
Aso Ground Observatory,['Aso Ground Observatory']
Baguio Ground Observatory,['Baguio Ground Observatory']
Baker Lake Ground Observatory,['Baker Lake Ground Observatory']
Bangui Ground Observatory,['Bangui Ground Observatory']
Bar Gyora Ground Observatory,['Bar Gyora Ground Observatory']
Barrow Ground Observatory,['Barrow Ground Observatory']
Bay St. Louis Ground Observatory,['Bay St. Louis Ground Observatory']
Bear Island Ground Observatory,['Bear Island Ground Observatory']
Beijing Ground Observatory,['Beijing Ground Observatory']
Beijing Ming Tombs Ground Observatory,['Beijing Ming Tombs Ground Observatory']
Beloit Ground Observatory,['Beloit Ground Observatory']
Belsk Ground Observatory,['Belsk Ground Observatory']
Bereznyaki Ground Observatory,['Bereznyaki Ground Observatory']
Big Delta Ground Observatory,['Big Delta Ground Observatory']
Borok Ground Observatory,['Borok Ground Observatory']
Boulder Ground Observatory,['Boulder Ground Observatory']
Brorfelde Ground Observatory,['Brorfelde Ground Observatory']
Budkov Ground Observatory,['Budkov Ground Observatory']
Burlington Ground Observatory,['Burlington Ground Observatory']
Byrd Station Ground Observatory,['Byrd Station Ground Observatory']
Cambridge Bay Ground Observatory,['Cambridge Bay Ground Observatory']
Canberra Ground Observatory,['Canberra Ground Observatory']
Cape Chelyuskin Ground Observatory,['Cape Chelyuskin Ground Observatory']
Cape Town Ground Observatory,['Cape Town Ground Observatory']
Cape Wellen Ground Observatory,['Cape Wellen Ground Observatory']
Carrollton Ground Observatory,['Carrollton Ground Observatory']
Casey Ground Observatory,['Casey Ground Observatory']
Castellaccio Ground Observatory,['Castellaccio Ground Observatory']
Chambon-la-Foret Ground Observatory,['Chambon-la-Foret Ground Observatory']
Changchun Ground Observatory,['Changchun Ground Observatory']
Characato Ground Observatory,['Characato Ground Observatory']
Charcot Ground Observatory,['Charcot Ground Observatory']
Charters Towers Ground Observatory,['Charters Towers Ground Observatory']
Cheltenham Ground Observatory,['Cheltenham Ground Observatory']
Chengdu Ground Observatory,['Chengdu Ground Observatory']
Chichijima Ground Observatory,['Chichijima Ground Observatory']
Coimbra Ground Observatory,['Coimbra Ground Observatory']
College Ground Observatory,['College Ground Observatory']
Dallas Ground Observatory,['Dallas Ground Observatory']
Davao Ground Observatory,['Davao Ground Observatory']
Davis Ground Observatory,['Davis Ground Observatory']
De Bilt Ground Observatory,['De Bilt Ground Observatory']
Del Rio Ground Observatory,['Del Rio Ground Observatory']
Dixon Ground Observatory,['Dixon Ground Observatory']
Dombas Ground Observatory,['Dombas Ground Observatory']
Dourbes Ground Observatory,['Dourbes Ground Observatory']
Dumont d'Urville Ground Observatory,"[""Dumont d'Urville Ground Observatory""]"
Dusheti Ground Observatory,['Dusheti Ground Observatory']
Easter Island Ground Observatory,['Easter Island Ground Observatory']
Ebro Ground Observatory,['Ebro Ground Observatory']
Eights Ground Observatory,['Eights Ground Observatory']
Eilat Ground Observatory,['Eilat Ground Observatory']
Esashi Ground Observatory,['Esashi Ground Observatory']
Eskdalemuir Ground Observatory,['Eskdalemuir Ground Observatory']
Etaiyapuram Ground Observatory,['Etaiyapuram Ground Observatory']
Eyrewell Ground Observatory,['Eyrewell Ground Observatory']
Fanning Ground Observatory,['Fanning Ground Observatory']
Faraday Islands Ground Observatory,['Faraday Islands Ground Observatory']
Fort Churchill Ground Observatory,['Fort Churchill Ground Observatory']
Fredericksburg Ground Observatory,['Fredericksburg Ground Observatory']
Freetown Ground Observatory,['Freetown Ground Observatory']
Fresno Ground Observatory,['Fresno Ground Observatory']
Fuquene Ground Observatory,['Fuquene Ground Observatory']
Furstenfeldbruck Ground Observatory,['Furstenfeldbruck Ground Observatory']
Glenlea Ground Observatory,['Glenlea Ground Observatory']
Gnangara Ground Observatory,['Gnangara Ground Observatory']
Godhavn Ground Observatory,['Godhavn Ground Observatory']
Golmud Ground Observatory,['Golmud Ground Observatory']
Gornotayezhnaya Ground Observatory,['Gornotayezhnaya Ground Observatory']
Grahamstown Ground Observatory,['Grahamstown Ground Observatory']
Great Whale River Ground Observatory,['Great Whale River Ground Observatory']
Grocka Ground Observatory,['Grocka Ground Observatory']
Guam Ground Observatory,['Guam Ground Observatory']
Guangzhou Ground Observatory,['Guangzhou Ground Observatory']
Guimar Ground Observatory,['Guimar Ground Observatory']
Halley Bay Ground Observatory,['Halley Bay Ground Observatory']
Hartebeesthoek Ground Observatory,['Hartebeesthoek Ground Observatory']
Hartland Ground Observatory,['Hartland Ground Observatory']
Hatizyo Ground Observatory,['Hatizyo Ground Observatory']
Havana Ground Observatory,['Havana Ground Observatory']
Heiss Island Ground Observatory,['Heiss Island Ground Observatory']
Hel Ground Observatory,['Hel Ground Observatory']
Helwan Ground Observatory,['Helwan Ground Observatory']
Hermanus,['Hermanus']
Hollandia Ground Observatory,['Hollandia Ground Observatory']
Honolulu,['Honolulu']
Hornsund Ground Observatory,['Hornsund Ground Observatory']
Huancayo Ground Observatory,['Huancayo Ground Observatory']
Hurbanovo Ground Observatory,['Hurbanovo Ground Observatory']
Hyderabad Ground Observatory,['Hyderabad Ground Observatory']
Ibadan Ground Observatory,['Ibadan Ground Observatory']
Iqaluit Ground Observatory,['Iqaluit Ground Observatory']
Istanbul Kandilli Ground Observatory,['Istanbul Kandilli Ground Observatory']
Jaipur Ground Observatory,['Jaipur Ground Observatory']
Jarvis Island Ground Observatory,['Jarvis Island Ground Observatory']
Kakadu Ground Observatory,['Kakadu Ground Observatory']
Kakioka,['Kakioka']
Kanoya Ground Observatory,['Kanoya Ground Observatory']
Kanozan Ground Observatory,['Kanozan Ground Observatory']
Karachi Ground Observatory,['Karachi Ground Observatory']
Kashi Ground Observatory,['Kashi Ground Observatory']
Kiev Ground Observatory,['Kiev Ground Observatory']
Kiruna Ground Observatory,['Kiruna Ground Observatory']
Kodaikanal Ground Observatory,['Kodaikanal Ground Observatory']
Koror Ground Observatory,['Koror Ground Observatory']
Kourou Ground Observatory,['Kourou Ground Observatory']
Kr. Pakhra Ground Observatory,['Kr. Pakhra Ground Observatory']
La Quiaca Ground Observatory,['La Quiaca Ground Observatory']
Lanzhou Ground Observatory,['Lanzhou Ground Observatory']
L'Aquila Ground Observatory,"[""L'Aquila Ground Observatory""]"
Las Mesas Ground Observatory,['Las Mesas Ground Observatory']
Leadville Ground Observatory,['Leadville Ground Observatory']
Learmonth Ground Observatory,['Learmonth Ground Observatory']
Leirvogur Ground Observatory,['Leirvogur Ground Observatory']
Leningradskaya Ground Observatory,['Leningradskaya Ground Observatory']
Lerwick Ground Observatory,['Lerwick Ground Observatory']
Little America Ground Observatory,['Little America Ground Observatory']
Livingston Island Ground Observatory,['Livingston Island Ground Observatory']
Logrono Ground Observatory,['Logrono Ground Observatory']
Loparskoe Ground Observatory,['Loparskoe Ground Observatory']
Lovo Ground Observatory,['Lovo Ground Observatory']
Luanda Capelo Ground Observatory,['Luanda Capelo Ground Observatory']
Lunping Ground Observatory,['Lunping Ground Observatory']
Lviv Ground Observatory,['Lviv Ground Observatory']
Lwiro Ground Observatory,['Lwiro Ground Observatory']
Macquarie Island Ground Observatory,['Macquarie Island Ground Observatory']
Magadan Ground Observatory,['Magadan Ground Observatory']
Manhay Ground Observatory,['Manhay Ground Observatory']
Manzhouli Ground Observatory,['Manzhouli Ground Observatory']
Maputo Ground Observatory,['Maputo Ground Observatory']
